x1,x2,x3,x4,eigen_index,mixtime,mat_idx
0.8847650988027453,0.7532908045686781,-0.9541342952288687,0.8636318785138428,1,28,1
-0.4943018411286175,0.9900561841204762,0.6823507356457412,0.7129373545758426,1,23,1
0.7766027101315558,-5.041914992034435e-4,0.6430277624167502,0.675783762242645,1,28,1
-0.07185197249054909,-0.4768823520280421,-0.22991998493671417,-0.3135671243071556,1,24,1
0.9434862388297915,-0.8403075179085135,0.41677999403327703,0.5657743071205914,1,24,1
0.37387426337227225,0.8808341044932604,0.46758668310940266,-0.7282689618878067,1,27,1
-0.4776379647664726,-0.4767321185208857,-0.7416461012326181,-0.10932665085420012,1,30,1
-0.4186549545265734,0.4765157555229962,-0.08881820738315582,0.3786436300724745,1,20,1
0.5222285720519722,-0.44269283674657345,-0.1935871122404933,-0.8854354764334857,1,24,1
0.839372246991843,-0.5961298760958016,-0.38801880832761526,-0.12825570302084088,1,18,1
0.7658793106675148,0.9501514169387519,-0.9129497921094298,-0.4933244348503649,1,33,1
-0.9339818712323904,-0.6296663666144013,-0.4156385180540383,-0.6624671770259738,1,35,1
-0.8896573735401034,-0.17584135243669152,0.6907547516748309,-0.8358389982022345,1,28,1
0.3709168415516615,0.3970709196291864,0.3903055335395038,-0.9465101417154074,1,27,1
-0.016563808545470238,0.09019466675817966,0.5600743354298174,-0.7974290046840906,1,28,1
0.6099544442258775,0.17991182440891862,0.9836890511214733,-0.3807743233628571,1,21,1
0.8177107474766672,-0.8710806258022785,0.6121035553514957,0.08837967924773693,1,23,1
0.46037829807028174,0.22763059241697192,-0.6708690640516579,0.8835735195316374,1,29,1
0.0812081815674901,-0.1965729841031134,0.29041455406695604,0.09086096007376909,1,25,1
0.8142697904258966,0.1619117404334247,0.492736563552171,0.5770897320471704,1,28,1
-0.11382425669580698,-0.046387271489948034,-0.6884986287914217,-0.18076765770092607,1,34,1
-0.3121449565514922,0.2782863909378648,0.6888390802778304,0.6080797789618373,1,25,1
-0.5445267339237034,0.9530790727585554,-0.3406707923859358,-0.1555067105218768,1,23,1
0.4584233439527452,-0.0357357794418931,-0.757135868538171,0.020030615385621786,1,20,1
-0.11969581618905067,-0.7633724864572287,0.27599350782111287,0.575763386208564,1,26,1
-0.17742753122001886,0.8418967006728053,0.09472190123051405,-0.36077975295484066,1,24,1
0.8066684952937067,-0.13346376549452543,-0.1727076661773026,0.9556397781707346,1,27,1
0.16887763608247042,-0.12824132852256298,0.6983745689503849,0.45232584280893207,1,30,1
0.31552596064284444,0.010435929521918297,-0.28271993482485414,-0.2748914291150868,1,24,1
0.29559917375445366,-0.18505103886127472,-0.9001889042556286,0.6846579159609973,1,28,1
0.9832480382174253,0.4226043429225683,-0.7333769802935421,0.16804536385461688,1,23,1
0.448030324652791,-0.7519999844953418,0.36794272996485233,-0.027551268227398396,1,22,1
0.5726157133467495,-0.8661498138681054,-0.7389106461778283,-0.27279013814404607,1,20,1
-0.4597639641724527,0.34692160272970796,-0.4324468686245382,-0.4414615691639483,1,26,1
-0.7184123606421053,0.15862341970205307,-0.03866599965840578,-0.4302268996834755,1,25,1
0.7487179460003972,-0.6716030086390674,-0.43494073022156954,-0.2240912476554513,1,16,1
-0.4789094137959182,0.676296818535775,0.9569501806981862,-0.5225742892362177,1,23,1
-0.6157358954660594,-0.5172264687716961,0.9408538462594151,-0.11932249553501606,1,27,1
0.10813668509945273,0.03337069833651185,-0.7772227441892028,0.33569289604201913,1,27,1
0.18776002153754234,0.5699799126014113,-0.8937938828021288,-0.3065032670274377,1,27,1
0.8169395788572729,0.5589461028575897,-0.5263827950693667,0.5060759787447751,1,45,1
0.0927569679915905,-0.6373232561163604,-0.4821661887690425,0.21377528551965952,1,21,1
0.14729977445676923,-0.6450425423681736,0.9171401956118643,-0.4021870447322726,1,13,1
-0.37520450353622437,0.0015423181466758251,0.9936242140829563,-0.6161880944855511,1,29,1
-0.14328287728130817,-0.1667126091197133,-0.19212081469595432,-0.9631143747828901,1,27,1
0.9922259817831218,-0.471192164812237,-0.2609468544833362,0.17878926265984774,1,22,1
0.40599155658856034,-0.17831068253144622,-0.05443235021084547,-0.6982911447994411,1,24,1
0.9634327692911029,0.9776284331455827,0.1553701967932284,0.18100216565653682,1,28,1
0.0010238909162580967,-0.5211964268237352,0.33840020280331373,0.37006265157833695,1,26,1
-0.6259679906070232,0.036374867893755436,0.19206767017021775,0.6991411396302283,1,24,1
-0.25959536572918296,-0.7200629273429513,-0.21808151295408607,0.5369729306548834,1,31,2
0.33142378414049745,-0.7084541874937713,-0.5717539340257645,0.37823524326086044,1,31,2
0.4239077032543719,0.22629375662654638,0.3941250676289201,-0.36463048914447427,0,NA,2
-0.8605903126299381,0.8149986513890326,0.2869980465620756,0.7676387028768659,1,46,2
-0.9720274140127003,0.01502519752830267,-0.7200055359862745,0.803833503741771,0,NA,2
-0.948266833089292,-0.6578724854625762,0.6255143252201378,-0.6578930416144431,0,NA,2
0.7412715759128332,-0.4227835997007787,0.4247219446115196,-0.5938153699971735,0,NA,2
0.19779598340392113,0.08365860255435109,-0.4530006875284016,-0.12749116960912943,0,NA,2
0.005182639695703983,0.5803156127221882,-0.7350333696231246,-0.9028139971196651,1,36,2
-0.7884303391911089,-0.5868323086760938,0.5414384859614074,0.3079979782924056,0,NA,2
0.6065067802555859,-0.729723334312439,-0.4563832674175501,0.7829809715040028,1,35,2
-0.6102072661742568,-0.02719039609655738,-0.33660358050838113,0.5124255730770528,0,NA,2
-0.6014607376419008,-0.13069104542955756,0.3933604992926121,0.5176785169169307,1,42,2
0.37776685366407037,0.3788315001875162,-0.33194798650220037,-0.02003867970779538,0,NA,2
-0.4804684240370989,-0.44212127290666103,-0.1136734876781702,-0.6244142386130989,0,NA,2
-0.856897072866559,-0.30869903275743127,-0.885289778932929,-0.6810096125118434,1,36,2
0.36499222507700324,-0.20872294576838613,-0.3413613438606262,0.8065533484332263,1,45,2
0.5340407299809158,0.021214548032730818,0.6511681913398206,-0.751703318208456,0,NA,2
0.518068790435791,-0.7893795287236571,-0.4198140976950526,-0.3814178789034486,1,40,2
0.4650741550140083,0.6174990138970315,-0.3346508564427495,0.17165370285511017,0,NA,2
-0.014967258553951979,0.3443100736476481,-0.08789168251678348,0.4535830756649375,0,NA,2
0.5415321416221559,-0.26902782125398517,-0.29139517480507493,-0.2430932829156518,1,36,2
0.09660430625081062,-0.5948580615222454,-0.25306697888299823,0.1516624023206532,1,23,2
0.36917550629004836,-0.20069912588223815,-0.12494616024196148,0.6023422097787261,1,41,2
0.1504969117231667,-0.822383826598525,0.7985976454801857,0.11960200360044837,0,NA,2
-0.7206112672574818,-0.6017186241224408,0.01663714600726962,0.23924305941909552,1,39,2
0.14570810180157423,0.059721764642745256,0.9994533741846681,-0.25351350801065564,0,NA,2
0.48783398419618607,-0.9813113152049482,0.5706388023681939,-0.8274032408371568,0,NA,2
0.6318184188567102,0.276337917894125,-0.2905503106303513,0.011439019814133644,0,NA,2
-0.6075674574822187,0.6181904035620391,0.8497927114367485,-0.45415425952523947,1,37,2
-0.1079818163998425,0.6346718738786876,-0.38248421996831894,-0.9106321609579027,1,13,2
0.31633073883131146,-0.4864303101785481,0.004236835986375809,-0.6328261466696858,0,NA,2
-0.12525654770433903,0.454337109811604,-0.20313379680737853,-0.060641216579824686,1,46,2
0.6285984562709928,0.5150011386722326,0.35428726160898805,-0.1704712901264429,1,39,2
-0.6550603839568794,0.5988857210613787,0.6747907269746065,-0.7107476093806326,1,38,2
0.6534697217866778,0.14884436503052711,0.043739312794059515,-0.008148352149873972,1,24,2
0.1805963641963899,-0.23676460282877088,0.9043687651865184,-0.934882131870836,0,NA,2
0.02833578735589981,0.7669742261059582,-0.2543433583341539,0.22767920652404428,0,NA,2
0.577131234575063,-0.9025914156809449,-0.9188633724115789,0.9655078728683293,1,38,2
0.045359356328845024,-0.4707205309532583,-0.019767627120018005,0.31255221785977483,1,19,2
