x1,x2,x3,x4,x5,eigen_index,mixtime
0.32448289543390274,0.6672279369086027,0.38006938993930817,-0.4484624261967838,0.5250878864899278,5,19
0.04974843608215451,-0.6753551629371941,0.3789451369084418,-0.03653685050085187,-0.3505521980114281,5,16
0.443158189766109,-0.9832371575757861,0.15470681199803948,-0.23550058575347066,0.6104163145646453,5,12
0.8813622579909861,0.45177529426291585,-0.43752265721559525,-0.41620977269485593,0.6843828093260527,5,22
0.2490213718265295,-0.2754980530589819,-0.22479247394949198,-0.7419073074124753,-0.6464084442704916,5,20
0.2969364426098764,0.1387221347540617,-0.7394267078489065,0.2887692884542048,-0.8404827318154275,5,10
0.9985611503943801,0.41405306942760944,-0.585390770342201,-0.16358621651306748,0.9681307463906705,5,25
0.88338314415887,0.5831717541441321,-0.30492022493854165,0.45384372398257256,-0.2680217418819666,5,16
-0.20900319097563624,0.34372516442090273,0.1424952382221818,-0.01569085894152522,0.5745486156083643,5,16
0.4690526947379112,0.7172285914421082,-0.6731056347489357,-0.09474693890661001,-0.4541150890290737,5,9
-0.8452003332786262,-0.008382515516132116,-0.44882964668795466,-0.41336407139897346,0.8414074438624084,5,15
0.6288271611556411,0.5799546409398317,0.90351766301319,0.18969512404873967,-0.6592651368118823,5,17
0.47443057456985116,0.635456177406013,0.33007677318528295,-0.2605447215028107,-0.3282021339982748,5,14
0.5307187461294234,-0.9468750795349479,-0.44017520640045404,-0.5750661250203848,0.7585673430003226,5,10
-0.2683382695540786,-0.30422766553238034,-0.2824808391742408,0.8885149341076612,0.7205839580856264,5,18
0.6239968072623014,0.45211384911090136,0.576431529596448,-0.25592140294611454,-0.22308968752622604,5,19
-0.029783896170556545,-0.02498767524957657,-0.2546955686993897,-0.6362209180369973,0.8246906474232674,5,9
0.19435911625623703,-0.6978740599006414,-0.43088484881445765,0.14484573807567358,-0.6952807176858187,5,16
-0.11248308047652245,0.4574298351071775,0.04553279420360923,0.9624320096336305,-0.8765789056196809,5,11
0.016824777238070965,0.9370853337459266,0.6466533811762929,-0.7595424391329288,-0.8124355152249336,5,16
0.5592913660220802,-0.9651213004253805,-0.48908341536298394,0.13555712439119816,0.6098965560086071,5,16
0.18454983551055193,-0.5667190421372652,0.9493525847792625,-0.31866026064381003,0.4933459172025323,5,11
-0.8469920349307358,-0.26252550864592195,-0.5266761393286288,-0.5956824189051986,0.4248812929727137,5,19
-0.09147214703261852,0.11015640292316675,0.7599970777519047,-0.659518389031291,0.924941842444241,5,10
-0.5444449242204428,-0.10913280164822936,0.7145831873640418,0.9208946553990245,-0.17598725715652108,5,16
0.5033881426788867,-0.631340597756207,0.014594478998333216,-0.6910816566087306,-0.1345620146021247,5,17
0.5546432179398835,-0.9060653662309051,-0.44565112981945276,0.6187608558684587,0.23235798440873623,5,22
-0.6693410836160183,-0.3371306387707591,-0.0030617392621934414,-0.46154493372887373,-0.45480659464374185,5,23
-0.6933985473588109,0.5929260090924799,0.6848671920597553,-0.3498537903651595,-0.9619267326779664,5,20
-0.414382329210639,-0.7642210344783962,0.5171051849611104,0.43348469818010926,0.5411288817413151,5,10
-0.13983432529494166,-0.3182429834268987,-0.8397330082952976,0.39467555843293667,0.24911908293142915,5,12
-0.8882940765470266,0.6455617812462151,-0.052230638451874256,-0.8258568542078137,-0.7375650140456855,5,20
0.4333463264629245,-0.11145656043663621,0.9818099564872682,-0.010123683605343103,-0.5730678820982575,5,19
0.788381396792829,0.13277666782960296,-0.9623432336375117,0.36392396269366145,-0.5543478480540216,5,12
-0.8580381814390421,-0.06443513929843903,-0.5287773557938635,-0.4267196776345372,-0.5701737604103982,5,22
0.14844876108691096,-0.7663195920176804,-0.350884267129004,-0.8479948518797755,-0.7551234983839095,5,24
0.4838770222850144,0.09698601346462965,0.940414683893323,0.0947404308244586,-0.6644252501428127,5,18
-0.791575918905437,0.7604730417951941,-0.8741056849248707,-0.24286118475720286,0.36995496321469545,5,18
0.6847364003770053,0.11612698761746287,-0.4596727401949465,0.7981307292357087,-0.3303694175556302,5,16
0.1300692753866315,-0.3018182781524956,0.503726081456989,-0.8107940866611898,0.18153999792411923,5,14
0.36268551042303443,0.029720366466790438,0.6872377069666982,0.6614341009408236,0.871373547706753,5,19
0.7025241837836802,0.3275050255469978,-0.06459901761263609,0.36583559215068817,-0.771471718326211,5,13
-0.5266946298070252,-0.943277080077678,-0.48382951552048326,0.3142568697221577,-0.40193766029551625,5,26
-0.09318896010518074,0.3528293874114752,0.8747782940044999,-0.18740401277318597,0.3996564061380923,5,14
-0.9591092020273209,0.18552546994760633,-0.7220402723178267,-0.584927795920521,0.9936359818093479,5,17
0.993766023311764,0.7326188571751118,-0.5806570202112198,0.897094864398241,0.6705599525012076,5,20
0.34452380426228046,0.8704429287463427,-0.5894406642764807,-0.43946282006800175,-0.5341815738938749,5,10
-0.5841326098889112,-0.7046660506166518,-0.7101556123234332,0.005834196228533983,0.42836833745241165,5,17
-0.3331538955681026,-0.336321035400033,-0.7911129631102085,0.21284403325989842,0.7137183244340122,5,10
0.20077641354873776,0.6674088868312538,-0.6089029973372817,0.9978390377946198,-0.995057350024581,5,11
0.48532612761482596,0.01755457418039441,-0.09920429857447743,0.2582304608076811,-0.862470022868365,5,5
-0.11574948020279408,0.6850692457519472,0.11189511697739363,-0.7680753548629582,-0.9849898554384708,5,17
0.32024202588945627,0.7642639842815697,0.19894146686419845,0.5761991362087429,0.0643107620999217,5,19
-0.4885558392852545,0.28802982857450843,0.7544031739234924,0.026215622667223215,-0.8350944542326033,5,20
0.9162162560969591,0.5859529254958034,-0.18357761204242706,0.9731121263466775,0.9568983041681349,5,24
-0.31145082088187337,-0.8517108615487814,-0.038936237804591656,-0.46800767350941896,-0.551290713250637,5,22
0.17792751733213663,0.4198391502723098,0.7635933542624116,0.3312919116578996,0.5454330830834806,5,19
-0.10583411110565066,-0.19983976986259222,0.3055447875522077,0.03034553350880742,0.8535642148926854,5,14
0.10148219298571348,0.8823241372592747,0.20679161557927728,-0.8446692256256938,-0.027755422983318567,5,16
-0.7483909195289016,-0.06930222408846021,-0.1342087327502668,0.513473616912961,0.880108654499054,5,12
0.750901737716049,-0.37208361783996224,0.19048166880384088,-0.33927647676318884,0.3669167156331241,5,17
-0.014949999283999205,-0.05466755852103233,0.06480104196816683,-0.21720304805785418,0.44144942704588175,5,11
0.04791744565591216,0.1465242155827582,-0.3383642854169011,-0.35250559309497476,0.6997030912898481,5,15
0.7316352692432702,0.4404864711686969,0.5263188551180065,-0.944813019130379,-0.8206931944005191,5,14
-0.005462425760924816,0.5229319734498858,0.1493901377543807,0.7833153158426285,-0.2618757518939674,5,16
0.648261777125299,0.5405754651874304,-0.404577124863863,-0.4063559044152498,0.12614549091085792,5,15
0.8537228503264487,-0.8255125801078975,0.029731764923781157,0.1954467874020338,0.6177631602622569,5,18
0.9872213103808463,0.7078220346011221,0.9751557828858495,0.5038660326972604,0.4549239659681916,5,28
-0.8909073905088007,0.6838715407066047,-0.34714655624702573,0.8383670030161738,0.4595351736061275,5,18
-0.16144854854792356,-0.7838452132418752,0.7914020670577884,-0.09969542361795902,-0.7091314042918384,5,18
0.08983661187812686,0.7376880999654531,0.5622065640054643,-0.32623349875211716,-0.30072060134261847,5,8
0.5209062709473073,0.65379578480497,-0.3822083882987499,0.5810087663121521,0.16310787433758378,5,17
-0.2773084435611963,0.4131730762310326,0.8808999098837376,0.6753631681203842,0.5101137449964881,5,18
-0.5622488604858518,0.6443805163726211,-0.750511487480253,0.12041267938911915,0.3887690310366452,5,12
0.6498500513844192,-0.6005940781906247,-0.8477660897187889,-0.6618876936845481,-0.3658605027012527,5,17
-0.7138978475704789,0.6139309355057776,0.8603466702625155,-0.007279743440449238,0.50885298429057,5,10
0.8081405428238213,0.14731246000155807,-0.49076172430068254,0.31550063472241163,-0.24006841192021966,5,15
0.683163701556623,-0.12241241242736578,-0.5508788446895778,0.012229519430547953,-0.32121365098282695,5,13
0.48730295477434993,0.6679643825627863,-0.9690819904208183,0.39097686717286706,0.491239913739264,5,17
0.8938748114742339,0.7938777860254049,-0.5541084385477006,-0.8956615352071822,-0.9711004463024437,5,12
0.9619771405123174,-0.682844100985676,0.6578814820386469,0.9807431930676103,0.09620508458465338,5,22
0.9863727469928563,-0.09179260954260826,0.36849128315225244,-0.38883452489972115,0.9787673307582736,5,18
-0.8730786358937621,-0.7220997046679258,-0.5076147862710059,-0.4040712332352996,-0.6300541963428259,5,35
0.9445028943009675,0.5468476414680481,-0.3379305340349674,0.123241379391402,-0.8507489673793316,5,12
0.7017524344846606,-0.2807161337696016,0.12689316924661398,-0.10141555266454816,-0.9983108025044203,5,12
-0.5410304884426296,0.5903608370572329,0.335242775734514,-0.4628688329830766,0.5647956300526857,5,13
0.89109694538638,-0.9414998665452003,0.21707186242565513,0.5598872941918671,0.5104486341588199,5,18
0.31186540285125375,-0.2531830621883273,-0.6176430373452604,0.36042137863114476,0.23074555397033691,5,19
-0.07236749166622758,-0.3912675054743886,-0.7402140758931637,0.9078678484074771,0.8464122689329088,5,21
-0.8156332252547145,-0.2584543786942959,-0.028949934523552656,-0.9097901117056608,-0.3842091145925224,5,22
