"Re","Im","Norm","Order"
6.0083,0,6.0083,3
4.5837,0,4.5837,4
3.7664,0,3.7664,5
2.4977,0,2.4977,6
1.2743,0,1.2743,7
0.4491,0,0.4491,8
-1.498,0,1.498,9
-2.6758,0,2.6758,10
-3.8404,0,3.8404,11
-4.6057,0,4.6057,12
-5.9052,0,5.9052,13
-7.5464,0,7.5464,14
-8.5743,0,8.5743,15
9.5114,0,9.5114,1
6.9251,0,6.9251,2
6.7024,0,6.7024,3
5.2325,0,5.2325,4
4.0242,0,4.0242,5
2.6273,0,2.6273,6
1.1634,0,1.1634,7
0.4735,0,0.4735,8
-1.2927,0,1.2927,9
-2.3802,0,2.3802,10
-3.4168,0,3.4168,11
-4.9113,0,4.9113,12
-6.1594,0,6.1594,13
-7.8802,0,7.8802,14
-8.9036,0,8.9036,15
8.7355,0,8.7355,1
7.1923,0,7.1923,2
5.5951,0,5.5951,3
5.1432,0,5.1432,4
3.4286,0,3.4286,5
2.2407,0,2.2407,6
0.7304,0,0.7304,7
0.0079,0,0.0079,8
-1.2096,0,1.2096,9
-2.0395,0,2.0395,10
-3.3745,0,3.3745,11
-5.0011,0,5.0011,12
-5.8224,0,5.8224,13
-7.3812,0,7.3812,14
-9.7401,0,9.7401,15
8.2158,0,8.2158,1
7.0321,0,7.0321,2
5.4488,0,5.4488,3
4.0933,0,4.0933,4
2.9438,0,2.9438,5
2.1852,0,2.1852,6
1.2356,0,1.2356,7
0.419,0,0.419,8
-1.9967,0,1.9967,9
-2.447,0,2.447,10
-3.2857,0,3.2857,11
-5.2951,0,5.2951,12
-6.4995,0,6.4995,13
-7.856,0,7.856,14
-8.1954,0,8.1954,15
10.0898,0,10.0898,1
8.5964,0,8.5964,2
7.3193,0,7.3193,3
4.8869,0,4.8869,4
3.4678,0,3.4678,5
2.438,0,2.438,6
1.3842,0,1.3842,7
0.5651,0,0.5651,8
-0.5228,0,0.5228,9
-2.0909,0,2.0909,10
-3.4718,0,3.4718,11
-4.4595,0,4.4595,12
-6.2322,0,6.2322,13
-8.0108,0,8.0108,14
-8.8757,0,8.8757,15
8.302,0,8.302,1
7.1764,0,7.1764,2
5.6592,0,5.6592,3
3.8923,0,3.8923,4
2.6252,0,2.6252,5
2.3724,0,2.3724,6
0.7716,0,0.7716,7
-0.4247,0,0.4247,8
-1.1909,0,1.1909,9
-2.4704,0,2.4704,10
-4.0575,0,4.0575,11
-5.0799,0,5.0799,12
-6.7559,0,6.7559,13
-8.0162,0,8.0162,14
-9.4758,0,9.4758,15
9.5932,0,9.5932,1
7.7033,0,7.7033,2
5.9143,0,5.9143,3
4.5193,0,4.5193,4
3.5158,0,3.5158,5
2.4187,0,2.4187,6
1.7263,0,1.7263,7
0.519,0,0.519,8
-0.9949,0,0.9949,9
-2.4729,0,2.4729,10
-4.2287,0,4.2287,11
-4.8683,0,4.8683,12
-6.4963,0,6.4963,13
-7.7133,0,7.7133,14
-8.9431,0,8.9431,15
9.5799,0,9.5799,1
8.2683,0,8.2683,2
6.3688,0,6.3688,3
4.7888,0,4.7888,4
3.3924,0,3.3924,5
2.6392,0,2.6392,6
0.7698,0,0.7698,7
-0.1291,0,0.1291,8
-0.973,0,0.973,9
-2.7052,0,2.7052,10
-3.5816,0,3.5816,11
-4.8959,0,4.8959,12
-5.5075,0,5.5075,13
-7.1218,0,7.1218,14
-8.4187,0,8.4187,15
8.2451,0,8.2451,1
7.2734,0,7.2734,2
5.4457,0,5.4457,3
4.7932,0,4.7932,4
3.1054,0,3.1054,5
2.0479,0,2.0479,6
0.6764,0,0.6764,7
-0.4244,0,0.4244,8
-1.399,0,1.399,9
-2.6668,0,2.6668,10
-3.9925,0,3.9925,11
-5.1979,0,5.1979,12
-6.1038,0,6.1038,13
-7.1218,0,7.1218,14
-9.2077,0,9.2077,15
9.6266,0,9.6266,1
7.7471,0,7.7471,2
6.143,0,6.143,3
4.9648,0,4.9648,4
4.0064,0,4.0064,5
2.6579,0,2.6579,6
1.4774,0,1.4774,7
0.2173,0,0.2173,8
-0.4849,0,0.4849,9
-1.4703,0,1.4703,10
-3.3701,0,3.3701,11
-5.3815,0,5.3815,12
-6.0118,0,6.0118,13
-8.1969,0,8.1969,14
-9.9271,0,9.9271,15
8.811,0,8.811,1
7.1725,0,7.1725,2
5.6858,0,5.6858,3
4.6531,0,4.6531,4
3.2237,0,3.2237,5
1.7964,0,1.7964,6
1.1715,0,1.1715,7
0.1924,0,0.1924,8
-0.9825,0,0.9825,9
-1.5275,0,1.5275,10
-2.7527,0,2.7527,11
-4.5254,0,4.5254,12
-5.5493,0,5.5493,13
-6.6266,0,6.6266,14
-8.734,0,8.734,15
7.7389,0,7.7389,1
7.006,0,7.006,2
6.1042,0,6.1042,3
4.8608,0,4.8608,4
3.543,0,3.543,5
2.3782,0,2.3782,6
0.8944,0,0.8944,7
-0.139,0,0.139,8
-1.1236,0,1.1236,9
-2.3566,0,2.3566,10
-3.3262,0,3.3262,11
-4.9162,0,4.9162,12
-5.8903,0,5.8903,13
-6.7981,0,6.7981,14
-9.2878,0,9.2878,15
9.0504,0,9.0504,1
7.8963,0,7.8963,2
6.2948,0,6.2948,3
4.9407,0,4.9407,4
4.0605,0,4.0605,5
2.8867,0,2.8867,6
2.2217,0,2.2217,7
0.0683,0,0.0683,8
-1.1621,0,1.1621,9
-1.8728,0,1.8728,10
-3.5005,0,3.5005,11
-4.5573,0,4.5573,12
-5.5165,0,5.5165,13
-7.1717,0,7.1717,14
-8.8856,0,8.8856,15
8.7694,0,8.7694,1
7.7271,0,7.7271,2
5.5322,0,5.5322,3
5.1142,0,5.1142,4
3.4537,0,3.4537,5
2.2294,0,2.2294,6
0.8683,0,0.8683,7
0.1822,0,0.1822,8
-1.4757,0,1.4757,9
-2.0427,0,2.0427,10
-3.7606,0,3.7606,11
-5.2427,0,5.2427,12
-6.1215,0,6.1215,13
-6.6947,0,6.6947,14
-8.6809,0,8.6809,15
8.7394,0,8.7394,1
7.9706,0,7.9706,2
6.4115,0,6.4115,3
5.0891,0,5.0891,4
4.3524,0,4.3524,5
3.0067,0,3.0067,6
1.5953,0,1.5953,7
0.1765,0,0.1765,8
-0.8382,0,0.8382,9
-2.3767,0,2.3767,10
-3.2596,0,3.2596,11
-4.0925,0,4.0925,12
-5.5092,0,5.5092,13
-6.6911,0,6.6911,14
-8.3025,0,8.3025,15
9.1378,0,9.1378,1
8.5018,0,8.5018,2
6.889,0,6.889,3
5.4139,0,5.4139,4
3.4345,0,3.4345,5
2.4077,0,2.4077,6
1.273,0,1.273,7
0.01,0,0.01,8
-1.6225,0,1.6225,9
-2.5147,0,2.5147,10
-3.728,0,3.728,11
-4.4395,0,4.4395,12
-6.1423,0,6.1423,13
-7.2225,0,7.2225,14
-8.0807,0,8.0807,15
9.2725,0,9.2725,1
7.8184,0,7.8184,2
6.4371,0,6.4371,3
5.4466,0,5.4466,4
4.0298,0,4.0298,5
2.9409,0,2.9409,6
1.5734,0,1.5734,7
0.6382,0,0.6382,8
-0.3565,0,0.3565,9
-1.8605,0,1.8605,10
-2.856,0,2.856,11
-4.4042,0,4.4042,12
-5.3533,0,5.3533,13
-7.721,0,7.721,14
-8.9441,0,8.9441,15
9.0137,0,9.0137,1
7.4208,0,7.4208,2
6.1457,0,6.1457,3
4.9103,0,4.9103,4
3.2567,0,3.2567,5
2.5234,0,2.5234,6
1.1786,0,1.1786,7
-0.0141,0,0.0141,8
-1.1943,0,1.1943,9
-2.9285,0,2.9285,10
-4.409,0,4.409,11
-5.6565,0,5.6565,12
-6.7697,0,6.7697,13
-7.6572,0,7.6572,14
-8.9946,0,8.9946,15
9.4184,0,9.4184,1
6.9969,0,6.9969,2
6.1203,0,6.1203,3
4.5906,0,4.5906,4
3.3675,0,3.3675,5
2.2542,0,2.2542,6
0.951,0,0.951,7
-0.175,0,0.175,8
-1.4089,0,1.4089,9
-2.0605,0,2.0605,10
-3.4278,0,3.4278,11
-4.6725,0,4.6725,12
-5.992,0,5.992,13
-7.5406,0,7.5406,14
-9.3797,0,9.3797,15
9.7255,0,9.7255,1
7.2215,0,7.2215,2
5.9124,0,5.9124,3
4.0398,0,4.0398,4
3.0451,0,3.0451,5
2.3144,0,2.3144,6
1.3428,0,1.3428,7
0.0625,0,0.0625,8
-1.3472,0,1.3472,9
-2.1332,0,2.1332,10
-3.7993,0,3.7993,11
-5.1254,0,5.1254,12
-6.2293,0,6.2293,13
-7.1643,0,7.1643,14
-8.2742,0,8.2742,15
9.698,0,9.698,1
7.7112,0,7.7112,2
5.7563,0,5.7563,3
4.7758,0,4.7758,4
3.8561,0,3.8561,5
2.6518,0,2.6518,6
1.2823,0,1.2823,7
0.2009,0,0.2009,8
-0.326,0,0.326,9
-1.3591,0,1.3591,10
-2.0675,0,2.0675,11
-3.8583,0,3.8583,12
-5.5634,0,5.5634,13
-6.8529,0,6.8529,14
-8.5372,0,8.5372,15
10.2554,0,10.2554,1
7.2974,0,7.2974,2
6.0674,0,6.0674,3
5.2398,0,5.2398,4
3.5754,0,3.5754,5
2.7058,0,2.7058,6
1.8672,0,1.8672,7
0.6663,0,0.6663,8
-0.1369,0,0.1369,9
-1.4528,0,1.4528,10
-3.1736,0,3.1736,11
-4.3782,0,4.3782,12
-6.3651,0,6.3651,13
-7.169,0,7.169,14
-10.1532,0,10.1532,15
