"Re","Im","Norm","Order"
7.2974,0,7.2974,3
-7.169,0,7.169,4
-6.3651,0,6.3651,5
6.0674,0,6.0674,6
5.2398,0,5.2398,7
-4.3782,0,4.3782,8
3.5754,0,3.5754,9
-3.1736,0,3.1736,10
2.7058,0,2.7058,11
1.8672,0,1.8672,12
-1.4528,0,1.4528,13
0.6663,0,0.6663,14
-0.1369,0,0.1369,15
-9.5152,0,9.5152,1
9.0308,0,9.0308,2
-7.6318,0,7.6318,3
7.0753,0,7.0753,4
-6.0146,0,6.0146,5
5.6873,0,5.6873,6
-4.7138,0,4.7138,7
4.449,0,4.449,8
-3.6804,0,3.6804,9
3.4588,0,3.4588,10
-2.7641,0,2.7641,11
1.9029,0,1.9029,12
-1.7624,0,1.7624,13
0.692,0,0.692,14
-0.0311,0,0.0311,15
9.2287,0,9.2287,1
-8.9559,0,8.9559,2
8.1063,0,8.1063,3
-7.7039,0,7.7039,4
6.3359,0,6.3359,5
-5.9962,0,5.9962,6
-4.7696,0,4.7696,7
4.3324,0,4.3324,8
-3.8211,0,3.8211,9
3.1027,0,3.1027,10
-2.8448,0,2.8448,11
1.953,0,1.953,12
1.1352,0,1.1352,13
-1.0424,0,1.0424,14
-0.3592,0,0.3592,15
9.0189,0,9.0189,1
-8.9087,0,8.9087,2
-7.9488,0,7.9488,3
7.7354,0,7.7354,4
6.898,0,6.898,5
-6.4165,0,6.4165,6
-5.7005,0,5.7005,7
5.6679,0,5.6679,8
3.5687,0,3.5687,9
-3.5309,0,3.5309,10
-2.3941,0,2.3941,11
2.1097,0,2.1097,12
-1.546,0,1.546,13
0.6523,0,0.6523,14
-0.3829,0,0.3829,15
-9.4633,0,9.4633,1
8.8714,0,8.8714,2
-7.253,0,7.253,3
7.1392,0,7.1392,4
-5.7666,0,5.7666,5
5.7058,0,5.7058,6
4.7592,0,4.7592,7
-4.1382,0,4.1382,8
3.7123,0,3.7123,9
-2.7219,0,2.7219,10
2.5968,0,2.5968,11
