"Re","Im","Norm","Order"
5.6239,0,5.6239,3
-5.3074,0,5.3074,4
-4.1782,0,4.1782,5
3.7555,0,3.7555,6
3.4484,0,3.4484,7
-3.1659,0,3.1659,8
-2.7882,0,2.7882,9
2.4663,0,2.4663,10
-2.3576,0,2.3576,11
-1.2775,0,1.2775,12
1.1827,0,1.1827,13
0.6285,0,0.6285,14
-0.6218,0,0.6218,15
5.7419,0,5.7419,1
-5.5287,0,5.5287,2
-5.2352,0,5.2352,3
5.2016,0,5.2016,4
-4.4326,0,4.4326,5
4.2474,0,4.2474,6
-3.6541,0,3.6541,7
3.4531,0,3.4531,8
-3.1353,0,3.1353,9
2.2659,0,2.2659,10
-1.9563,0,1.9563,11
1.7268,0,1.7268,12
-1.5534,0,1.5534,13
1.0879,0,1.0879,14
-0.4289,0,0.4289,15
-6.4249,0,6.4249,1
6.4127,0,6.4127,2
-5.3372,0,5.3372,3
4.6363,0,4.6363,4
-4.1466,0,4.1466,5
4.0188,0,4.0188,6
-3.2967,0,3.2967,7
3.2349,0,3.2349,8
-2.9589,0,2.9589,9
2.8047,0,2.8047,10
2.6637,0,2.6637,11
-2.2601,0,2.2601,12
1.4433,0,1.4433,13
-1.0458,0,1.0458,14
0.1644,0,0.1644,15
8.4345,0,8.4345,1
6.2007,0,6.2007,2
-5.7422,0,5.7422,3
-5.4248,0,5.4248,4
4.1275,0,4.1275,5
-3.3884,0,3.3884,6
-2.9489,0,2.9489,7
2.9252,0,2.9252,8
2.7904,0,2.7904,9
-2.4809,0,2.4809,10
-1.7374,0,1.7374,11
-1.3689,0,1.3689,12
1.2372,0,1.2372,13
0.9084,0,0.9084,14
0.0246,0,0.0246,15
-9.2776,0,9.2776,1
6.4855,0,6.4855,2
-5.4926,0,5.4926,3
4.6447,0,4.6447,4
4.3683,0,4.3683,5
-4.1182,0,4.1182,6
3.5359,0,3.5359,7
-3.4251,0,3.4251,8
3.1148,0,3.1148,9
-2.945,0,2.945,10
2.4788,0,2.4788,11
-1.8995,0,1.8995,12
-1.5563,0,1.5563,13
0.8868,0,0.8868,14
0.461,0,0.461,15
-6.9224,0,6.9224,1
6.3946,0,6.3946,2
5.6467,0,5.6467,3
5.1508,0,5.1508,4
-4.7634,0,4.7634,5
4.1176,0,4.1176,6
-3.9248,0,3.9248,7
-3.2091,0,3.2091,8
-2.6576,0,2.6576,9
2.3912,0,2.3912,10
-1.7084,0,1.7084,11
-1.4699,0,1.4699,12
1.2224,0,1.2224,13
-0.7271,0,0.7271,14
0.1915,0,0.1915,15
7.7548,0,7.7548,1
-6.4721,0,6.4721,2
5.9051,0,5.9051,3
-5.5032,0,5.5032,4
